,job_type,cloud_provider,cluster_name,lat,lon,source_zone_id,target_zone_id,load_balance,cost_mix,gb_price,latency
0,image_server,aws,aws-ap-northeast-1,35.6804,139.769,CLIENT,aws-ap-northeast-1-1,KOSS,beta=0.0,0.07999999999999999,0.0
0,image_server,aws,aws-ap-northeast-1,35.6804,139.769,CLIENT,aws-ap-northeast-1-1,KOSS,beta=0.01,0.07999999999999999,0.0
0,image_server,aws,aws-ap-northeast-1,35.6804,139.769,CLIENT,aws-ap-northeast-1-1,KOSS,beta=0.1,0.07999999999999999,0.0
0,image_server,aws,aws-ap-northeast-1,35.6804,139.769,CLIENT,aws-ap-northeast-1-1,KOSS,beta=0.2,0.07999999999999999,0.0
0,image_server,aws,aws-ap-northeast-1,35.6804,139.769,CLIENT,aws-ap-northeast-1-1,KOSS,beta=0.3,0.07999999999999999,0.0
0,image_server,aws,aws-ap-northeast-1,35.6804,139.769,CLIENT,aws-ap-northeast-1-1,KOSS,beta=0.4,0.07999999999999999,0.0
0,image_server,aws,aws-ap-northeast-1,35.6804,139.769,CLIENT,aws-ap-northeast-1-1,KOSS,beta=0.5,0.07999999999999999,0.0
0,image_server,aws,aws-ap-northeast-1,35.6804,139.769,CLIENT,aws-ap-northeast-1-1,KOSS,beta=0.6,0.07999999999999999,0.0
0,image_server,aws,aws-ap-northeast-1,35.6804,139.769,CLIENT,aws-ap-northeast-1-1,KOSS,beta=0.7,0.07999999999999999,0.0
0,image_server,aws,aws-ap-northeast-1,35.6804,139.769,CLIENT,aws-ap-northeast-1-1,KOSS,beta=0.8,0.07999999999999999,0.0
0,image_server,aws,aws-ap-northeast-1,35.6804,139.769,CLIENT,aws-ap-northeast-1-1,KOSS,beta=0.9,0.07999999999999999,0.0
0,image_server,aws,aws-ap-northeast-1,35.6804,139.769,CLIENT,aws-ap-northeast-1-1,KOSS,beta=0.99,0.07999999999999999,0.0
0,image_server,aws,aws-ap-northeast-1,35.6804,139.769,CLIENT,aws-ap-northeast-1-1,KOSS,beta=1.0,0.07999999999999999,0.0
0,image_server,aws,aws-ap-northeast-1,35.6804,139.769,CLIENT,aws-ap-northeast-1-1,RR,beta=0.0,0.07999999999999999,0.0
0,image_server,aws,aws-ap-northeast-1,35.6804,139.769,CLIENT,aws-ap-northeast-1-1,RR,beta=0.01,0.07999999999999999,0.0
0,image_server,aws,aws-ap-northeast-1,35.6804,139.769,CLIENT,aws-ap-northeast-1-1,RR,beta=0.1,0.07999999999999999,0.0
0,image_server,aws,aws-ap-northeast-1,35.6804,139.769,CLIENT,aws-ap-northeast-1-1,RR,beta=0.2,0.07999999999999999,0.0
0,image_server,aws,aws-ap-northeast-1,35.6804,139.769,CLIENT,aws-ap-northeast-1-1,RR,beta=0.3,0.07999999999999999,0.0
0,image_server,aws,aws-ap-northeast-1,35.6804,139.769,CLIENT,aws-ap-northeast-1-1,RR,beta=0.4,0.07999999999999999,0.0
0,image_server,aws,aws-ap-northeast-1,35.6804,139.769,CLIENT,aws-ap-northeast-1-1,RR,beta=0.5,0.07999999999999999,0.0
0,image_server,aws,aws-ap-northeast-1,35.6804,139.769,CLIENT,aws-ap-northeast-1-1,RR,beta=0.6,0.07999999999999999,0.0
0,image_server,aws,aws-ap-northeast-1,35.6804,139.769,CLIENT,aws-ap-northeast-1-1,RR,beta=0.7,0.07999999999999999,0.0
0,image_server,aws,aws-ap-northeast-1,35.6804,139.769,CLIENT,aws-ap-northeast-1-1,RR,beta=0.8,0.07999999999999999,0.0
0,image_server,aws,aws-ap-northeast-1,35.6804,139.769,CLIENT,aws-ap-northeast-1-1,RR,beta=0.9,0.07999999999999999,0.0
0,image_server,aws,aws-ap-northeast-1,35.6804,139.769,CLIENT,aws-ap-northeast-1-1,RR,beta=0.99,0.07999999999999999,0.0
0,image_server,aws,aws-ap-northeast-1,35.6804,139.769,CLIENT,aws-ap-northeast-1-1,RR,beta=1.0,0.07999999999999999,0.0
0,image_server,aws,aws-ap-northeast-1,35.6804,139.769,CLIENT,aws-ap-northeast-1-1,WRR,beta=0.0,0.07999999999999999,0.0
0,image_server,aws,aws-ap-northeast-1,35.6804,139.769,CLIENT,aws-ap-northeast-1-1,WRR,beta=0.01,0.07999999999999999,0.0
0,image_server,aws,aws-ap-northeast-1,35.6804,139.769,CLIENT,aws-ap-northeast-1-1,WRR,beta=0.1,0.07999999999999999,0.0
0,image_server,aws,aws-ap-northeast-1,35.6804,139.769,CLIENT,aws-ap-northeast-1-1,WRR,beta=0.2,0.07999999999999999,0.0
0,image_server,aws,aws-ap-northeast-1,35.6804,139.769,CLIENT,aws-ap-northeast-1-1,WRR,beta=0.3,0.07999999999999999,0.0
0,image_server,aws,aws-ap-northeast-1,35.6804,139.769,CLIENT,aws-ap-northeast-1-1,WRR,beta=0.4,0.07999999999999999,0.0
0,image_server,aws,aws-ap-northeast-1,35.6804,139.769,CLIENT,aws-ap-northeast-1-1,WRR,beta=0.5,0.07999999999999999,0.0
0,image_server,aws,aws-ap-northeast-1,35.6804,139.769,CLIENT,aws-ap-northeast-1-1,WRR,beta=0.6,0.07999999999999999,0.0
0,image_server,aws,aws-ap-northeast-1,35.6804,139.769,CLIENT,aws-ap-northeast-1-1,WRR,beta=0.7,0.07999999999999999,0.0
0,image_server,aws,aws-ap-northeast-1,35.6804,139.769,CLIENT,aws-ap-northeast-1-1,WRR,beta=0.8,0.07999999999999999,0.0
0,image_server,aws,aws-ap-northeast-1,35.6804,139.769,CLIENT,aws-ap-northeast-1-1,WRR,beta=0.9,0.07999999999999999,0.0
0,image_server,aws,aws-ap-northeast-1,35.6804,139.769,CLIENT,aws-ap-northeast-1-1,WRR,beta=0.99,0.07999999999999999,0.0
0,image_server,aws,aws-ap-northeast-1,35.6804,139.769,CLIENT,aws-ap-northeast-1-1,WRR,beta=1.0,0.07999999999999999,0.0
0,image_server,aws,aws-ap-northeast-2,37.5665,126.978,CLIENT,aws-ap-northeast-2-1,KOSS,beta=0.0,0.12,0.0
0,image_server,aws,aws-ap-northeast-2,37.5665,126.978,CLIENT,aws-ap-northeast-2-1,KOSS,beta=0.01,0.12,0.0
0,image_server,aws,aws-ap-northeast-2,37.5665,126.978,CLIENT,aws-ap-northeast-2-1,KOSS,beta=0.1,0.12,0.0
0,image_server,aws,aws-ap-northeast-2,37.5665,126.978,CLIENT,aws-ap-northeast-2-1,KOSS,beta=0.2,0.12,0.0
