,job_type,cloud_provider,cluster_name,lat,lon,source_zone_id,target_zone_id,load_balance,cost_mix,source_job_type,weights_update_interval,gb_price,latency
0,0,aws,aws-ap-southeast-2,-33.8688,151.2093,CLIENT,aws-ap-southeast-2-1,KOSS,beta=0.99,CLIENT,600,0.07545119214041628,0.0
0,0,aws,aws-ap-southeast-2,-33.8688,151.2093,CLIENT,aws-ap-southeast-2-1,KOSS,beta=0.99,CLIENT,1000,0.07716519881950916,0.0
0,0,aws,aws-eu-central-1,50.1109,8.6821,CLIENT,aws-eu-central-1-1,KOSS,beta=0.01,CLIENT,10,0.06775748365119533,0.0
0,0,aws,aws-eu-central-1,50.1109,8.6821,CLIENT,aws-eu-central-1-1,KOSS,beta=0.01,CLIENT,60,0.06735850455673903,0.0
0,0,aws,aws-eu-central-1,50.1109,8.6821,CLIENT,aws-eu-central-1-1,KOSS,beta=0.01,CLIENT,300,0.06510011664082704,0.0
0,0,aws,aws-eu-central-1,50.1109,8.6821,CLIENT,aws-eu-central-1-1,KOSS,beta=0.01,CLIENT,600,0.06236627863735462,0.0
0,0,aws,aws-eu-central-1,50.1109,8.6821,CLIENT,aws-eu-central-1-1,KOSS,beta=0.01,CLIENT,1000,0.0568986026304098,0.0
0,0,aws,aws-eu-central-1,50.1109,8.6821,CLIENT,aws-eu-central-1-1,KOSS,beta=0.99,CLIENT,10,0.043157812985399197,0.0
0,0,aws,aws-eu-central-1,50.1109,8.6821,CLIENT,aws-eu-central-1-1,KOSS,beta=0.99,CLIENT,60,0.04315781298539919,0.0
0,0,aws,aws-eu-central-1,50.1109,8.6821,CLIENT,aws-eu-central-1-1,KOSS,beta=0.99,CLIENT,300,0.043157812985399197,0.0
0,0,aws,aws-eu-central-1,50.1109,8.6821,CLIENT,aws-eu-central-1-1,KOSS,beta=0.99,CLIENT,600,0.043157812985399197,0.0
0,0,aws,aws-eu-central-1,50.1109,8.6821,CLIENT,aws-eu-central-1-1,KOSS,beta=0.99,CLIENT,1000,0.04315781298539919,0.0
0,0,aws,aws-eu-west-1,53.1424,7.6921,CLIENT,aws-eu-west-1-1,KOSS,beta=0.01,CLIENT,10,0.07373718546132337,0.0
0,0,aws,aws-eu-west-1,53.1424,7.6921,CLIENT,aws-eu-west-1-1,KOSS,beta=0.01,CLIENT,60,0.07373718546132338,0.0
0,0,aws,aws-eu-west-1,53.1424,7.6921,CLIENT,aws-eu-west-1-1,KOSS,beta=0.01,CLIENT,300,0.07373718546132338,0.0
0,0,aws,aws-eu-west-1,53.1424,7.6921,CLIENT,aws-eu-west-1-1,KOSS,beta=0.01,CLIENT,600,0.07373718546132338,0.0
0,0,aws,aws-eu-west-1,53.1424,7.6921,CLIENT,aws-eu-west-1-1,KOSS,beta=0.01,CLIENT,1000,0.07373718546132338,0.0
0,0,aws,aws-eu-west-1,53.1424,7.6921,CLIENT,aws-eu-west-1-1,KOSS,beta=0.99,CLIENT,10,0.04234156570363468,0.0
0,0,aws,aws-eu-west-1,53.1424,7.6921,CLIENT,aws-eu-west-1-1,KOSS,beta=0.99,CLIENT,60,0.04234156570363467,0.0
0,0,aws,aws-eu-west-1,53.1424,7.6921,CLIENT,aws-eu-west-1-1,KOSS,beta=0.99,CLIENT,300,0.04234156570363468,0.0
0,0,aws,aws-eu-west-1,53.1424,7.6921,CLIENT,aws-eu-west-1-1,KOSS,beta=0.99,CLIENT,600,0.04234156570363468,0.0
0,0,aws,aws-eu-west-1,53.1424,7.6921,CLIENT,aws-eu-west-1-1,KOSS,beta=0.99,CLIENT,1000,0.042341565703634676,0.0
0,0,aws,aws-eu-west-3,48.8566,2.3522,CLIENT,aws-eu-west-3-1,KOSS,beta=0.01,CLIENT,10,0.037856477166821986,0.0
0,0,aws,aws-eu-west-3,48.8566,2.3522,CLIENT,aws-eu-west-3-1,KOSS,beta=0.01,CLIENT,60,0.03785647716682199,0.0
0,0,aws,aws-eu-west-3,48.8566,2.3522,CLIENT,aws-eu-west-3-1,KOSS,beta=0.01,CLIENT,300,0.03785647716682199,0.0
0,0,aws,aws-eu-west-3,48.8566,2.3522,CLIENT,aws-eu-west-3-1,KOSS,beta=0.01,CLIENT,600,0.03785647716682199,0.0
0,0,aws,aws-eu-west-3,48.8566,2.3522,CLIENT,aws-eu-west-3-1,KOSS,beta=0.01,CLIENT,1000,0.037856477166822,0.0
0,0,aws,aws-eu-west-3,48.8566,2.3522,CLIENT,aws-eu-west-3-1,KOSS,beta=0.99,CLIENT,10,0.037856477166821986,0.0
0,0,aws,aws-eu-west-3,48.8566,2.3522,CLIENT,aws-eu-west-3-1,KOSS,beta=0.99,CLIENT,60,0.03785647716682199,0.0
0,0,aws,aws-eu-west-3,48.8566,2.3522,CLIENT,aws-eu-west-3-1,KOSS,beta=0.99,CLIENT,300,0.03785647716682199,0.0
0,0,aws,aws-eu-west-3,48.8566,2.3522,CLIENT,aws-eu-west-3-1,KOSS,beta=0.99,CLIENT,600,0.03785647716682199,0.0
0,0,aws,aws-eu-west-3,48.8566,2.3522,CLIENT,aws-eu-west-3-1,KOSS,beta=0.99,CLIENT,1000,0.037856477166822,0.0
0,0,aws,aws-northamerica-central-1,40.4173,-82.9071,CLIENT,aws-northamerica-central-1-1,KOSS,beta=0.01,CLIENT,10,0.041554200692131726,0.0
0,0,aws,aws-northamerica-central-1,40.4173,-82.9071,CLIENT,aws-northamerica-central-1-1,KOSS,beta=0.01,CLIENT,60,0.042454515985250615,0.0
0,0,aws,aws-northamerica-central-1,40.4173,-82.9071,CLIENT,aws-northamerica-central-1-1,KOSS,beta=0.01,CLIENT,300,0.047550675675675676,0.0
0,0,aws,aws-northamerica-central-1,40.4173,-82.9071,CLIENT,aws-northamerica-central-1-1,KOSS,beta=0.01,CLIENT,600,0.05371971109040075,0.0
0,0,aws,aws-northamerica-central-1,40.4173,-82.9071,CLIENT,aws-northamerica-central-1-1,KOSS,beta=0.01,CLIENT,1000,0.06605778191985089,0.0
0,0,aws,aws-northamerica-central-1,40.4173,-82.9071,CLIENT,aws-northamerica-central-1-1,KOSS,beta=0.99,CLIENT,10,0.0413816402609506,0.0
0,0,aws,aws-northamerica-central-1,40.4173,-82.9071,CLIENT,aws-northamerica-central-1-1,KOSS,beta=0.99,CLIENT,60,0.0413816402609506,0.0
0,0,aws,aws-northamerica-central-1,40.4173,-82.9071,CLIENT,aws-northamerica-central-1-1,KOSS,beta=0.99,CLIENT,300,0.041381640260950606,0.0
0,0,aws,aws-northamerica-central-1,40.4173,-82.9071,CLIENT,aws-northamerica-central-1-1,KOSS,beta=0.99,CLIENT,600,0.041381640260950606,0.0
0,0,aws,aws-northamerica-central-1,40.4173,-82.9071,CLIENT,aws-northamerica-central-1-1,KOSS,beta=0.99,CLIENT,1000,0.0413816402609506,0.0
0,0,aws,aws-sa-east-1,-23.5505,-46.6333,CLIENT,aws-sa-east-1-1,KOSS,beta=0.01,CLIENT,10,0.14473473672394768,0.0
0,0,aws,aws-sa-east-1,-23.5505,-46.6333,CLIENT,aws-sa-east-1-1,KOSS,beta=0.01,CLIENT,60,0.1447787126184583,0.0
0,0,aws,aws-sa-east-1,-23.5505,-46.6333,CLIENT,aws-sa-east-1-1,KOSS,beta=0.01,CLIENT,300,0.14506896677249695,0.0
0,0,aws,aws-sa-east-1,-23.5505,-46.6333,CLIENT,aws-sa-east-1-1,KOSS,beta=0.01,CLIENT,600,0.1451782854303407,0.0
0,0,aws,aws-sa-east-1,-23.5505,-46.6333,CLIENT,aws-sa-east-1-1,KOSS,beta=0.01,CLIENT,1000,0.14573867710485663,0.0
0,0,aws,aws-sa-east-1,-23.5505,-46.6333,CLIENT,aws-sa-east-1-1,KOSS,beta=0.99,CLIENT,10,0.14042319761385885,0.0
0,0,aws,aws-sa-east-1,-23.5505,-46.6333,CLIENT,aws-sa-east-1-1,KOSS,beta=0.99,CLIENT,60,0.14060841276684186,0.0
0,0,aws,aws-sa-east-1,-23.5505,-46.6333,CLIENT,aws-sa-east-1-1,KOSS,beta=0.99,CLIENT,300,0.14165680770570618,0.0
0,0,aws,aws-sa-east-1,-23.5505,-46.6333,CLIENT,aws-sa-east-1-1,KOSS,beta=0.99,CLIENT,600,0.1429259173685419,0.0
0,0,aws,aws-sa-east-1,-23.5505,-46.6333,CLIENT,aws-sa-east-1-1,KOSS,beta=0.99,CLIENT,1000,0.14546413669421335,0.0
0,0,aws,aws-us-west-1,36.7783,-119.4179,CLIENT,aws-us-west-1-1,KOSS,beta=0.01,CLIENT,10,0.037856477166821986,0.0
0,0,aws,aws-us-west-1,36.7783,-119.4179,CLIENT,aws-us-west-1-1,KOSS,beta=0.01,CLIENT,60,0.03785647716682199,0.0
0,0,aws,aws-us-west-1,36.7783,-119.4179,CLIENT,aws-us-west-1-1,KOSS,beta=0.01,CLIENT,300,0.03785647716682199,0.0
0,0,aws,aws-us-west-1,36.7783,-119.4179,CLIENT,aws-us-west-1-1,KOSS,beta=0.01,CLIENT,600,0.03785647716682199,0.0
0,0,aws,aws-us-west-1,36.7783,-119.4179,CLIENT,aws-us-west-1-1,KOSS,beta=0.01,CLIENT,1000,0.037856477166822,0.0
0,0,aws,aws-us-west-1,36.7783,-119.4179,CLIENT,aws-us-west-1-1,KOSS,beta=0.99,CLIENT,10,0.0378809231594068,0.0
0,0,aws,aws-us-west-1,36.7783,-119.4179,CLIENT,aws-us-west-1-1,KOSS,beta=0.99,CLIENT,60,0.03800846746854487,0.0
0,0,aws,aws-us-west-1,36.7783,-119.4179,CLIENT,aws-us-west-1-1,KOSS,beta=0.99,CLIENT,300,0.038730421401728506,0.0
0,0,aws,aws-us-west-1,36.7783,-119.4179,CLIENT,aws-us-west-1-1,KOSS,beta=0.99,CLIENT,600,0.03960436563663502,0.0
0,0,aws,aws-us-west-1,36.7783,-119.4179,CLIENT,aws-us-west-1-1,KOSS,beta=0.99,CLIENT,1000,0.041352254106448036,0.0
0,0,gcp,gcp-asia-east-1,24.0518,120.5161,CLIENT,gcp-asia-east-1-1,KOSS,beta=0.01,CLIENT,10,0.11989017995417395,0.0
0,0,gcp,gcp-asia-east-1,24.0518,120.5161,CLIENT,gcp-asia-east-1-1,KOSS,beta=0.01,CLIENT,60,0.11976935976996965,0.0
0,0,gcp,gcp-asia-east-1,24.0518,120.5161,CLIENT,gcp-asia-east-1-1,KOSS,beta=0.01,CLIENT,300,0.11968161458412706,0.0
0,0,gcp,gcp-asia-east-1,24.0518,120.5161,CLIENT,gcp-asia-east-1-1,KOSS,beta=0.01,CLIENT,600,0.12032936772059954,0.0
0,0,gcp,gcp-asia-east-1,24.0518,120.5161,CLIENT,gcp-asia-east-1-1,KOSS,beta=0.01,CLIENT,1000,0.1230972351662007,0.0
0,0,gcp,gcp-asia-east-1,24.0518,120.5161,CLIENT,gcp-asia-east-1-1,KOSS,beta=0.99,CLIENT,10,0.0830780730515572,0.0
0,0,gcp,gcp-asia-east-1,24.0518,120.5161,CLIENT,gcp-asia-east-1-1,KOSS,beta=0.99,CLIENT,60,0.08297294808380033,0.0
0,0,gcp,gcp-asia-east-1,24.0518,120.5161,CLIENT,gcp-asia-east-1-1,KOSS,beta=0.99,CLIENT,300,0.08248173950244353,0.0
0,0,gcp,gcp-asia-east-1,24.0518,120.5161,CLIENT,gcp-asia-east-1-1,KOSS,beta=0.99,CLIENT,600,0.08500660142901523,0.0
0,0,gcp,gcp-asia-east-1,24.0518,120.5161,CLIENT,gcp-asia-east-1-1,KOSS,beta=0.99,CLIENT,1000,0.09029434607020814,0.0
0,0,gcp,gcp-asia-south-1,19.076,72.8777,CLIENT,gcp-asia-south-1-1,KOSS,beta=0.01,CLIENT,10,0.1069501936700905,0.0
0,0,gcp,gcp-asia-south-1,19.076,72.8777,CLIENT,gcp-asia-south-1-1,KOSS,beta=0.01,CLIENT,60,0.10562822267663,0.0
0,0,gcp,gcp-asia-south-1,19.076,72.8777,CLIENT,gcp-asia-south-1-1,KOSS,beta=0.01,CLIENT,300,0.09806371838914614,0.0
0,0,gcp,gcp-asia-south-1,19.076,72.8777,CLIENT,gcp-asia-south-1-1,KOSS,beta=0.01,CLIENT,600,0.08988272755514135,0.0
0,0,gcp,gcp-asia-south-1,19.076,72.8777,CLIENT,gcp-asia-south-1-1,KOSS,beta=0.01,CLIENT,1000,0.07225691208449828,0.0
0,0,gcp,gcp-asia-south-1,19.076,72.8777,CLIENT,gcp-asia-south-1-1,KOSS,beta=0.99,CLIENT,10,0.07225691208449828,0.0
0,0,gcp,gcp-asia-south-1,19.076,72.8777,CLIENT,gcp-asia-south-1-1,KOSS,beta=0.99,CLIENT,60,0.07225691208449828,0.0
0,0,gcp,gcp-asia-south-1,19.076,72.8777,CLIENT,gcp-asia-south-1-1,KOSS,beta=0.99,CLIENT,300,0.07225691208449828,0.0
0,0,gcp,gcp-asia-south-1,19.076,72.8777,CLIENT,gcp-asia-south-1-1,KOSS,beta=0.99,CLIENT,600,0.07225691208449828,0.0
0,0,gcp,gcp-asia-south-1,19.076,72.8777,CLIENT,gcp-asia-south-1-1,KOSS,beta=0.99,CLIENT,1000,0.07225691208449828,0.0
0,0,gcp,gcp-asia-southeast-1,1.3521,103.8198,CLIENT,gcp-asia-southeast-1-1,KOSS,beta=0.01,CLIENT,10,0.09305470130434772,0.0
0,0,gcp,gcp-asia-southeast-1,1.3521,103.8198,CLIENT,gcp-asia-southeast-1-1,KOSS,beta=0.01,CLIENT,60,0.09177925821296698,0.0
0,0,gcp,gcp-asia-southeast-1,1.3521,103.8198,CLIENT,gcp-asia-southeast-1-1,KOSS,beta=0.01,CLIENT,300,0.08455971888113059,0.0
0,0,gcp,gcp-asia-southeast-1,1.3521,103.8198,CLIENT,gcp-asia-southeast-1-1,KOSS,beta=0.01,CLIENT,600,0.0758202765320655,0.0
0,0,gcp,gcp-asia-southeast-1,1.3521,103.8198,CLIENT,gcp-asia-southeast-1-1,KOSS,beta=0.01,CLIENT,1000,0.058341391833935316,0.0
0,0,gcp,gcp-asia-southeast-1,1.3521,103.8198,CLIENT,gcp-asia-southeast-1-1,KOSS,beta=0.99,CLIENT,10,0.0581214847594158,0.0
0,0,gcp,gcp-asia-southeast-1,1.3521,103.8198,CLIENT,gcp-asia-southeast-1-1,KOSS,beta=0.99,CLIENT,60,0.05850733417075247,0.0
0,0,gcp,gcp-asia-southeast-1,1.3521,103.8198,CLIENT,gcp-asia-southeast-1-1,KOSS,beta=0.99,CLIENT,300,0.06069140260950606,0.0
0,0,gcp,gcp-asia-southeast-1,1.3521,103.8198,CLIENT,gcp-asia-southeast-1-1,KOSS,beta=0.99,CLIENT,600,0.06333527493010253,0.0
0,0,gcp,gcp-asia-southeast-1,1.3521,103.8198,CLIENT,gcp-asia-southeast-1-1,KOSS,beta=0.99,CLIENT,1000,0.06862301957129543,0.0
0,0,gcp,gcp-eu-west-1,50.4491,3.8184,CLIENT,gcp-eu-west-1-1,KOSS,beta=0.01,CLIENT,10,0.06862301957129545,0.0
0,0,gcp,gcp-eu-west-1,50.4491,3.8184,CLIENT,gcp-eu-west-1-1,KOSS,beta=0.01,CLIENT,60,0.06862301957129545,0.0
0,0,gcp,gcp-eu-west-1,50.4491,3.8184,CLIENT,gcp-eu-west-1-1,KOSS,beta=0.01,CLIENT,300,0.06862301957129545,0.0
0,0,gcp,gcp-eu-west-1,50.4491,3.8184,CLIENT,gcp-eu-west-1-1,KOSS,beta=0.01,CLIENT,600,0.06862301957129545,0.0
0,0,gcp,gcp-eu-west-1,50.4491,3.8184,CLIENT,gcp-eu-west-1-1,KOSS,beta=0.01,CLIENT,1000,0.06862301957129543,0.0
0,0,gcp,gcp-eu-west-1,50.4491,3.8184,CLIENT,gcp-eu-west-1-1,KOSS,beta=0.99,CLIENT,10,0.05812148475941581,0.0
0,0,gcp,gcp-eu-west-1,50.4491,3.8184,CLIENT,gcp-eu-west-1-1,KOSS,beta=0.99,CLIENT,60,0.05850733417075247,0.0
0,0,gcp,gcp-eu-west-1,50.4491,3.8184,CLIENT,gcp-eu-west-1-1,KOSS,beta=0.99,CLIENT,300,0.06069140260950606,0.0
0,0,gcp,gcp-eu-west-1,50.4491,3.8184,CLIENT,gcp-eu-west-1-1,KOSS,beta=0.99,CLIENT,600,0.06333527493010252,0.0
0,0,gcp,gcp-eu-west-1,50.4491,3.8184,CLIENT,gcp-eu-west-1-1,KOSS,beta=0.99,CLIENT,1000,0.06862301957129543,0.0
0,0,gcp,gcp-eu-west-2,51.5074,0.1278,CLIENT,gcp-eu-west-2-1,KOSS,beta=0.01,CLIENT,10,0.06862301957129545,0.0
0,0,gcp,gcp-eu-west-2,51.5074,0.1278,CLIENT,gcp-eu-west-2-1,KOSS,beta=0.01,CLIENT,60,0.06862301957129545,0.0
0,0,gcp,gcp-eu-west-2,51.5074,0.1278,CLIENT,gcp-eu-west-2-1,KOSS,beta=0.01,CLIENT,300,0.06862301957129545,0.0
0,0,gcp,gcp-eu-west-2,51.5074,0.1278,CLIENT,gcp-eu-west-2-1,KOSS,beta=0.01,CLIENT,600,0.06862301957129545,0.0
0,0,gcp,gcp-eu-west-2,51.5074,0.1278,CLIENT,gcp-eu-west-2-1,KOSS,beta=0.01,CLIENT,1000,0.06862301957129543,0.0
0,0,gcp,gcp-eu-west-2,51.5074,0.1278,CLIENT,gcp-eu-west-2-1,KOSS,beta=0.99,CLIENT,10,0.05812148475941581,0.0
0,0,gcp,gcp-eu-west-2,51.5074,0.1278,CLIENT,gcp-eu-west-2-1,KOSS,beta=0.99,CLIENT,60,0.05850733417075247,0.0
0,0,gcp,gcp-eu-west-2,51.5074,0.1278,CLIENT,gcp-eu-west-2-1,KOSS,beta=0.99,CLIENT,300,0.06069140260950606,0.0
0,0,gcp,gcp-eu-west-2,51.5074,0.1278,CLIENT,gcp-eu-west-2-1,KOSS,beta=0.99,CLIENT,600,0.06333527493010252,0.0
0,0,gcp,gcp-eu-west-2,51.5074,0.1278,CLIENT,gcp-eu-west-2-1,KOSS,beta=0.99,CLIENT,1000,0.06862301957129543,0.0
0,0,gcp,gcp-eu-west-3,50.1109,8.6821,CLIENT,gcp-eu-west-3-1,KOSS,beta=0.01,CLIENT,10,0.044055607331469404,0.0
0,0,gcp,gcp-eu-west-3,50.1109,8.6821,CLIENT,gcp-eu-west-3-1,KOSS,beta=0.01,CLIENT,60,0.044055607331469404,0.0
0,0,gcp,gcp-eu-west-3,50.1109,8.6821,CLIENT,gcp-eu-west-3-1,KOSS,beta=0.01,CLIENT,300,0.04405560733146941,0.0
0,0,gcp,gcp-eu-west-3,50.1109,8.6821,CLIENT,gcp-eu-west-3-1,KOSS,beta=0.01,CLIENT,600,0.04405560733146941,0.0
0,0,gcp,gcp-eu-west-3,50.1109,8.6821,CLIENT,gcp-eu-west-3-1,KOSS,beta=0.01,CLIENT,1000,0.044055607331469404,0.0
0,0,gcp,gcp-eu-west-3,50.1109,8.6821,CLIENT,gcp-eu-west-3-1,KOSS,beta=0.99,CLIENT,10,0.044055607331469404,0.0
0,0,gcp,gcp-eu-west-3,50.1109,8.6821,CLIENT,gcp-eu-west-3-1,KOSS,beta=0.99,CLIENT,60,0.044055607331469404,0.0
0,0,gcp,gcp-eu-west-3,50.1109,8.6821,CLIENT,gcp-eu-west-3-1,KOSS,beta=0.99,CLIENT,300,0.04405560733146941,0.0
0,0,gcp,gcp-eu-west-3,50.1109,8.6821,CLIENT,gcp-eu-west-3-1,KOSS,beta=0.99,CLIENT,600,0.04405560733146941,0.0
0,0,gcp,gcp-eu-west-3,50.1109,8.6821,CLIENT,gcp-eu-west-3-1,KOSS,beta=0.99,CLIENT,1000,0.044055607331469404,0.0
0,0,gcp,gcp-eu-west-4,53.4386,6.8355,CLIENT,gcp-eu-west-4-1,KOSS,beta=0.01,CLIENT,10,0.05804753028890961,0.0
0,0,gcp,gcp-eu-west-4,53.4386,6.8355,CLIENT,gcp-eu-west-4-1,KOSS,beta=0.01,CLIENT,60,0.05804753028890961,0.0
0,0,gcp,gcp-eu-west-4,53.4386,6.8355,CLIENT,gcp-eu-west-4-1,KOSS,beta=0.01,CLIENT,300,0.05804753028890961,0.0
0,0,gcp,gcp-eu-west-4,53.4386,6.8355,CLIENT,gcp-eu-west-4-1,KOSS,beta=0.01,CLIENT,600,0.05804753028890961,0.0
0,0,gcp,gcp-eu-west-4,53.4386,6.8355,CLIENT,gcp-eu-west-4-1,KOSS,beta=0.01,CLIENT,1000,0.058047530288909605,0.0
0,0,gcp,gcp-eu-west-4,53.4386,6.8355,CLIENT,gcp-eu-west-4-1,KOSS,beta=0.99,CLIENT,10,0.05804753028890961,0.0
0,0,gcp,gcp-eu-west-4,53.4386,6.8355,CLIENT,gcp-eu-west-4-1,KOSS,beta=0.99,CLIENT,60,0.05804753028890961,0.0
0,0,gcp,gcp-eu-west-4,53.4386,6.8355,CLIENT,gcp-eu-west-4-1,KOSS,beta=0.99,CLIENT,300,0.05804753028890961,0.0
0,0,gcp,gcp-eu-west-4,53.4386,6.8355,CLIENT,gcp-eu-west-4-1,KOSS,beta=0.99,CLIENT,600,0.05804753028890961,0.0
0,0,gcp,gcp-eu-west-4,53.4386,6.8355,CLIENT,gcp-eu-west-4-1,KOSS,beta=0.99,CLIENT,1000,0.058047530288909605,0.0
0,0,gcp,gcp-northamerica-northeast-1,45.5017,-73.5673,CLIENT,gcp-northamerica-northeast-1-1,KOSS,beta=0.01,CLIENT,10,0.08555892847181136,0.0
0,0,gcp,gcp-northamerica-northeast-1,45.5017,-73.5673,CLIENT,gcp-northamerica-northeast-1-1,KOSS,beta=0.01,CLIENT,60,0.08506483339186172,0.0
0,0,gcp,gcp-northamerica-northeast-1,45.5017,-73.5673,CLIENT,gcp-northamerica-northeast-1-1,KOSS,beta=0.01,CLIENT,300,0.08242352855218923,0.0
0,0,gcp,gcp-northamerica-northeast-1,45.5017,-73.5673,CLIENT,gcp-northamerica-northeast-1-1,KOSS,beta=0.01,CLIENT,600,0.0793049762323682,0.0
0,0,gcp,gcp-northamerica-northeast-1,45.5017,-73.5673,CLIENT,gcp-northamerica-northeast-1-1,KOSS,beta=0.01,CLIENT,1000,0.07758543025784403,0.0
0,0,gcp,gcp-northamerica-northeast-1,45.5017,-73.5673,CLIENT,gcp-northamerica-northeast-1-1,KOSS,beta=0.99,CLIENT,10,0.0724050676226114,0.0
0,0,gcp,gcp-northamerica-northeast-1,45.5017,-73.5673,CLIENT,gcp-northamerica-northeast-1-1,KOSS,beta=0.99,CLIENT,60,0.0731780530388537,0.0
0,0,gcp,gcp-northamerica-northeast-1,45.5017,-73.5673,CLIENT,gcp-northamerica-northeast-1-1,KOSS,beta=0.99,CLIENT,300,0.07755347257204197,0.0
0,0,gcp,gcp-northamerica-northeast-1,45.5017,-73.5673,CLIENT,gcp-northamerica-northeast-1-1,KOSS,beta=0.99,CLIENT,600,0.08285003305958566,0.0
0,0,gcp,gcp-northamerica-northeast-1,45.5017,-73.5673,CLIENT,gcp-northamerica-northeast-1-1,KOSS,beta=0.99,CLIENT,1000,0.09344315403467306,0.0
0,0,gcp,gcp-sa-east-1,-23.5505,-46.6333,CLIENT,gcp-sa-east-1-1,KOSS,beta=0.01,CLIENT,10,0.06997196687258377,0.0
0,0,gcp,gcp-sa-east-1,-23.5505,-46.6333,CLIENT,gcp-sa-east-1-1,KOSS,beta=0.01,CLIENT,60,0.06977625926487825,0.0
0,0,gcp,gcp-sa-east-1,-23.5505,-46.6333,CLIENT,gcp-sa-east-1-1,KOSS,beta=0.01,CLIENT,300,0.0686444087912576,0.0
0,0,gcp,gcp-sa-east-1,-23.5505,-46.6333,CLIENT,gcp-sa-east-1-1,KOSS,beta=0.01,CLIENT,600,0.06623336557878735,0.0
0,0,gcp,gcp-sa-east-1,-23.5505,-46.6333,CLIENT,gcp-sa-east-1-1,KOSS,beta=0.01,CLIENT,1000,0.06404575880683434,0.0
0,0,gcp,gcp-sa-east-1,-23.5505,-46.6333,CLIENT,gcp-sa-east-1-1,KOSS,beta=0.99,CLIENT,10,0.0657269338303821,0.0
0,0,gcp,gcp-sa-east-1,-23.5505,-46.6333,CLIENT,gcp-sa-east-1-1,KOSS,beta=0.99,CLIENT,60,0.0657269338303821,0.0
0,0,gcp,gcp-sa-east-1,-23.5505,-46.6333,CLIENT,gcp-sa-east-1-1,KOSS,beta=0.99,CLIENT,300,0.0657269338303821,0.0
0,0,gcp,gcp-sa-east-1,-23.5505,-46.6333,CLIENT,gcp-sa-east-1-1,KOSS,beta=0.99,CLIENT,600,0.0657269338303821,0.0
0,0,gcp,gcp-sa-east-1,-23.5505,-46.6333,CLIENT,gcp-sa-east-1-1,KOSS,beta=0.99,CLIENT,1000,0.06572693383038211,0.0
